Player,Tm,PTS,TRB,AST,Date
Jayson Tatum,BOS,37,4,10,2024-10-22
Anthony Davis,LAL,36,16,4,2024-10-22
Derrick White,BOS,24,3,4,2024-10-22
Jrue Holiday,BOS,18,4,4,2024-10-22
Miles McBride,NYK,22,0,2,2024-10-22
Rui Hachimura,LAL,18,5,1,2024-10-22
Jaylen Brown,BOS,23,7,1,2024-10-22
Rudy Gobert,MIN,13,14,2,2024-10-22
Julius Randle,MIN,16,9,4,2024-10-22
Al Horford,BOS,11,3,5,2024-10-22
Jalen Brunson,NYK,22,1,2,2024-10-22
Anthony Edwards,MIN,27,6,3,2024-10-22
Karl-Anthony Towns,NYK,12,7,3,2024-10-22
Austin Reaves,LAL,12,9,4,2024-10-22
Josh Hart,NYK,12,4,3,2024-10-22
Nickeil Alexander-Walker,MIN,14,5,0,2024-10-22
LeBron James,LAL,16,5,4,2024-10-22
Jaxson Hayes,LAL,10,4,0,2024-10-22
Mikal Bridges,NYK,16,0,2,2024-10-22
Cameron Payne,NYK,11,3,4,2024-10-22
Naz Reid,MIN,12,4,1,2024-10-22
Jericho Sims,NYK,4,9,1,2024-10-22
Luke Kornet,BOS,4,3,1,2024-10-22
Sam Hauser,BOS,10,5,1,2024-10-22
Donte DiVincenzo,MIN,10,3,3,2024-10-22
D'Angelo Russell,LAL,9,1,5,2024-10-22
Dalton Knecht,LAL,5,1,2,2024-10-22
OG Anunoby,NYK,4,5,3,2024-10-22
Xavier Tillman,BOS,2,7,2,2024-10-22
Ariel Hukporti,NYK,0,4,0,2024-10-22
Mike Conley,MIN,5,4,2,2024-10-22
Pacome Dadiet,NYK,3,1,0,2024-10-22
Jaden McDaniels,MIN,6,2,1,2024-10-22
Gabe Vincent,LAL,2,2,2,2024-10-22
Tyler Kolek,NYK,3,0,0,2024-10-22
Jordan Walsh,BOS,0,0,1,2024-10-22
Joe Ingles,MIN,0,0,1,2024-10-22
Neemias Queta,BOS,0,0,0,2024-10-22
Bronny James,LAL,0,1,0,2024-10-22
Jacob Toppin,NYK,0,0,0,2024-10-22
Payton Pritchard,BOS,3,4,4,2024-10-22
Max Christie,LAL,2,2,0,2024-10-22
LaMelo Ball,CHO,34,8,11,2024-10-23
Lauri Markkanen,UTA,35,9,2,2024-10-23
Trae Young,ATL,30,5,12,2024-10-23
Paolo Banchero,ORL,33,11,3,2024-10-23
Onyeka Okongwu,ATL,28,8,1,2024-10-23
Evan Mobley,CLE,25,9,3,2024-10-23
Cam Thomas,BRK,36,5,3,2024-10-23
Alperen Sengun,HOU,25,18,5,2024-10-23
Damian Lillard,MIL,30,9,6,2024-10-23
Brandon Ingram,NOP,33,7,2,2024-10-23
Giannis Antetokounmpo,MIL,25,14,7,2024-10-23
Pascal Siakam,IND,19,8,9,2024-10-23
Walker Kessler,UTA,16,14,1,2024-10-23
Franz Wagner,ORL,23,4,4,2024-10-23
Stephen Curry,GSW,17,9,10,2024-10-23
Cade Cunningham,DET,28,5,8,2024-10-23
Ja Morant,MEM,22,5,10,2024-10-23
Santi Aldama,MEM,27,5,2,2024-10-23
Bradley Beal,PHO,24,3,1,2024-10-23
CJ McCollum,NOP,23,2,5,2024-10-23
Caris LeVert,CLE,19,1,4,2024-10-23
Nikola Vučević,CHI,21,11,1,2024-10-23
Buddy Hield,GSW,22,5,1,2024-10-23
Donovan Mitchell,CLE,21,2,3,2024-10-23
Jarrett Allen,CLE,14,7,1,2024-10-23
Tre Mann,CHO,24,6,1,2024-10-23
Jalen Duren,DET,13,13,4,2024-10-23
Desmond Bane,MEM,24,4,4,2024-10-23
Ty Jerome,CLE,14,2,6,2024-10-23
Taurean Prince,MIL,16,5,3,2024-10-23
Jalen Green,HOU,28,2,0,2024-10-23
Gary Harris,ORL,18,3,1,2024-10-23
Trayce Jackson-Davis,GSW,14,4,2,2024-10-23
Myles Turner,IND,20,9,4,2024-10-23
Dyson Daniels,ATL,15,5,2,2024-10-23
Chris Boucher,TOR,18,2,1,2024-10-23
Tyus Jones,PHO,11,2,8,2024-10-23
James Harden,LAC,29,12,8,2024-10-23
T.J. McConnell,IND,14,2,4,2024-10-23
Jalen Smith,CHI,15,5,0,2024-10-23
Andrew Wiggins,GSW,20,4,2,2024-10-23
Terry Rozier,MIA,19,6,5,2024-10-23
Zach LaVine,CHI,27,5,3,2024-10-23
Dejounte Murray,NOP,14,8,10,2024-10-23
Kyle Lowry,PHI,13,4,6,2024-10-23
Jaden Ivey,DET,17,5,4,2024-10-23
Jordan Clarkson,UTA,17,5,7,2024-10-23
Yves Missi,NOP,12,7,1,2024-10-23
Ivica Zubac,LAC,21,9,3,2024-10-23
Jay Huff,MEM,13,5,1,2024-10-23
Bennedict Mathurin,IND,19,6,1,2024-10-23
Scoot Henderson,POR,22,4,4,2024-10-23
Kevin Durant,PHO,25,7,0,2024-10-23
Javonte Green,NOP,9,3,1,2024-10-23
Bobby Portis,MIL,16,3,3,2024-10-23
Deni Avdija,POR,15,7,2,2024-10-23
Taylor Hendricks,UTA,12,5,0,2024-10-23
Gradey Dick,TOR,16,2,1,2024-10-23
Jalen Suggs,ORL,11,2,4,2024-10-23
Jalen Wilson,BRK,16,4,1,2024-10-23
Wendell Carter,ORL,8,14,2,2024-10-23
Amir Coffey,LAC,11,3,1,2024-10-23
Tyler Herro,MIA,14,5,3,2024-10-23
Collin Sexton,UTA,16,2,3,2024-10-23
Tyrese Maxey,PHI,25,6,3,2024-10-23
Devin Booker,PHO,15,4,6,2024-10-23
Derrick Jones,LAC,12,4,1,2024-10-23
Toumani Camara,POR,11,6,4,2024-10-23
Gary Payton,GSW,8,1,3,2024-10-23
Tim Hardaway,DET,14,1,1,2024-10-23
Tyrese Haliburton,IND,15,5,4,2024-10-23
Moses Moody,GSW,15,2,2,2024-10-23
Anthony Black,ORL,10,6,4,2024-10-23
Cameron Johnson,BRK,14,4,0,2024-10-23
Norman Powell,LAC,17,4,4,2024-10-23
Daniel Theis,NOP,8,2,3,2024-10-23
Caleb Martin,PHI,12,9,3,2024-10-23
Kelly Oubre,PHI,21,2,1,2024-10-23
Immanuel Quickley,TOR,13,2,4,2024-10-23
Jerami Grant,POR,16,2,3,2024-10-23
Jordan Hawkins,NOP,13,7,1,2024-10-23
Deandre Ayton,POR,10,11,2,2024-10-23
Nikola Jović,MIA,15,5,1,2024-10-23
Andre Drummond,PHI,10,13,0,2024-10-23
Scotty Pippen,MEM,6,3,7,2024-10-23
Draymond Green,GSW,8,6,3,2024-10-23
Haywood Highsmith,MIA,9,5,2,2024-10-23
Fred VanVleet,HOU,14,4,6,2024-10-23
De'Andre Hunter,ATL,12,6,1,2024-10-23
Brook Lopez,MIL,10,8,6,2024-10-23
De'Anthony Melton,GSW,11,2,4,2024-10-23
Thomas Bryant,MIA,7,3,2,2024-10-23
Jaime Jaquez,MIA,13,5,3,2024-10-23
Jamal Shead,TOR,10,1,4,2024-10-23
Cody Martin,CHO,8,8,1,2024-10-23
Georges Niang,CLE,11,1,0,2024-10-23
Jusuf Nurkić,PHO,11,9,2,2024-10-23
Bam Adebayo,MIA,9,5,1,2024-10-23
Josh Giddey,CHI,14,5,3,2024-10-23
Clint Capela,ATL,6,7,1,2024-10-23
Mason Plumlee,PHO,8,2,1,2024-10-23
Amen Thompson,HOU,13,4,0,2024-10-23
Ochai Agbaji,TOR,3,6,1,2024-10-23
Kyle Anderson,GSW,2,5,3,2024-10-23
Aaron Nesmith,IND,7,2,0,2024-10-23
Kris Dunn,LAC,5,4,2,2024-10-23
Jalen Johnson,ATL,11,10,4,2024-10-23
Noah Clowney,BRK,7,6,0,2024-10-23
Pat Connaughton,MIL,9,4,1,2024-10-23
Andrew Nembhard,IND,8,2,7,2024-10-23
Guerschon Yabusele,PHI,10,4,3,2024-10-23
Moritz Wagner,ORL,7,6,2,2024-10-23
Gary Trent,MIL,11,2,0,2024-10-23
Dean Wade,CLE,5,8,1,2024-10-23
Lindy Waters,GSW,8,1,0,2024-10-23
John Konchar,MEM,5,5,1,2024-10-23
Terance Mann,LAC,8,5,4,2024-10-23
Coby White,CHI,10,8,6,2024-10-23
Malik Beasley,DET,14,3,1,2024-10-23
Jeremiah Robinson-Earl,NOP,6,1,1,2024-10-23
Grayson Allen,PHO,8,1,3,2024-10-23
Nic Claxton,BRK,7,5,0,2024-10-23
Jock Landale,HOU,5,3,2,2024-10-23
Anfernee Simons,POR,15,2,3,2024-10-23
Jabari Smith,HOU,8,5,1,2024-10-23
Ayo Dosunmu,CHI,8,4,3,2024-10-23
Dorian Finney-Smith,BRK,8,8,1,2024-10-23
Nick Richards,CHO,6,8,1,2024-10-23
Rayan Rupert,POR,6,3,0,2024-10-23
Ziaire Williams,BRK,9,3,1,2024-10-23
Miles Bridges,CHO,10,9,2,2024-10-23
Jamison Battle,TOR,6,2,1,2024-10-23
Jonathan Mogbo,TOR,7,0,0,2024-10-23
Tobias Harris,DET,13,2,1,2024-10-23
Brandon Miller,CHO,6,1,1,2024-10-23
Grant Williams,CHO,8,4,1,2024-10-23
Marcus Smart,MEM,11,5,1,2024-10-23
Ben Simmons,BRK,6,5,8,2024-10-23
Ricky Council,PHI,7,1,0,2024-10-23
Kai Jones,LAC,6,4,0,2024-10-23
Bogdan Bogdanović,ATL,8,2,2,2024-10-23
Seth Curry,CHO,7,2,1,2024-10-23
Lonzo Ball,CHI,5,2,4,2024-10-23
Oso Ighodaro,PHO,2,6,0,2024-10-23
Monte Morris,PHO,5,1,2,2024-10-23
Brice Sensabaugh,UTA,3,2,0,2024-10-23
Ron Holland,DET,6,3,0,2024-10-23
Kevon Looney,GSW,2,6,2,2024-10-23
Moussa Diabaté,CHO,2,5,0,2024-10-23
Tari Eason,HOU,2,2,2,2024-10-23
James Wiseman,IND,6,1,0,2024-10-23
John Collins,UTA,11,5,0,2024-10-23
Sam Merrill,CLE,7,0,1,2024-10-23
Bruno Fernando,TOR,6,7,1,2024-10-23
Tyler Smith,MIL,5,1,0,2024-10-23
Patrick Williams,CHI,6,3,3,2024-10-23
Jared McCain,PHI,4,2,0,2024-10-23
Dennis Schröder,BRK,13,3,7,2024-10-23
Jonathan Isaac,ORL,3,3,0,2024-10-23
Vit Krejci,ATL,3,1,2,2024-10-23
Jose Alvarado,NOP,3,0,3,2024-10-23
Jake LaRavia,MEM,5,1,0,2024-10-23
Royce O'Neale,PHO,5,5,1,2024-10-23
Isaac Okoro,CLE,3,2,2,2024-10-23
Gui Santos,GSW,3,1,1,2024-10-23
Isaiah Stewart,DET,2,4,2,2024-10-23
Jimmy Butler,MIA,3,4,5,2024-10-23
Chris Duarte,CHI,3,0,0,2024-10-23
Keyonte George,UTA,12,2,7,2024-10-23
Pelle Larsson,MIA,2,0,0,2024-10-23
Marcus Sasser,DET,2,1,1,2024-10-23
Garrett Temple,TOR,2,0,2,2024-10-23
Scottie Barnes,TOR,9,6,5,2024-10-23
Obi Toppin,IND,2,1,2,2024-10-23
Duop Reath,POR,3,1,1,2024-10-23
Adem Bona,PHI,2,1,0,2024-10-23
Ulrich Chomche,TOR,2,1,0,2024-10-23
Herbert Jones,NOP,2,4,2,2024-10-23
KJ Martin,PHI,3,5,0,2024-10-23
Julian Phillips,CHI,2,0,1,2024-10-23
Craig Porter,CLE,4,0,1,2024-10-23
Donovan Clingan,POR,2,2,0,2024-10-23
Jonathan Kuminga,GSW,10,4,1,2024-10-23
Jaylon Tyson,CLE,4,2,1,2024-10-23
A.J. Green,MIL,0,0,1,2024-10-23
Davion Mitchell,TOR,8,0,3,2024-10-23
Dalano Banton,POR,3,1,1,2024-10-23
Kentavious Caldwell-Pope,ORL,3,1,2,2024-10-23
Jarace Walker,IND,3,1,1,2024-10-23
Cam Whitmore,HOU,4,0,0,2024-10-23
Jaylen Wells,MEM,6,0,1,2024-10-23
Nicolas Batum,LAC,2,2,2,2024-10-23
Karlo Matković,NOP,0,1,0,2024-10-23
Dru Smith,MIA,0,1,1,2024-10-23
Duncan Robinson,MIA,6,1,1,2024-10-23
Tristan Thompson,CLE,2,1,0,2024-10-23
Delon Wright,MIL,2,0,0,2024-10-23
Zach Edey,MEM,5,5,0,2024-10-23
Enrique Freeman,IND,2,0,0,2024-10-23
Dalen Terry,CHI,0,0,0,2024-10-23
Reed Sheppard,HOU,4,2,3,2024-10-23
Darius Garland,CLE,7,1,6,2024-10-23
Lester Quiñones,PHI,0,1,1,2024-10-23
Cody Williams,UTA,2,4,0,2024-10-23
Jakob Poeltl,TOR,6,9,2,2024-10-23
Ben Sheppard,IND,0,2,0,2024-10-23
Zaccharie Risacher,ATL,7,1,0,2024-10-23
Patty Mills,UTA,0,1,1,2024-10-23
Jabari Walker,POR,0,2,0,2024-10-23
Vasilije Micić,CHO,5,5,1,2024-10-23
MarJon Beauchamp,MIL,0,0,0,2024-10-23
Jeff Dowtin,PHI,0,0,0,2024-10-23
Andre Jackson,MIL,0,0,0,2024-10-23
Caleb Houstan,ORL,0,1,0,2024-10-23
Brandin Podziemski,GSW,0,7,4,2024-10-23
Ryan Dunn,PHO,2,2,1,2024-10-23
Ryan Rollins,MIL,0,0,0,2024-10-23
Brandon Clarke,MEM,2,3,1,2024-10-23
AJ Johnson,MIL,0,0,0,2024-10-23
Shake Milton,BRK,0,0,0,2024-10-23
Matas Buzelis,CHI,0,2,1,2024-10-23
Eric Gordon,PHI,2,1,1,2024-10-23
Talen Horton-Tucker,CHI,0,2,1,2024-10-23
Cory Joseph,ORL,0,0,0,2024-10-23
Kris Murray,POR,1,1,1,2024-10-23
Tristan Da Silva,ORL,0,0,0,2024-10-23
Jett Howard,ORL,0,1,0,2024-10-23
Kel'el Ware,MIA,0,1,0,2024-10-23
Kevin Porter,LAC,2,4,2,2024-10-23
Dillon Brooks,HOU,2,3,0,2024-10-23
Goga Bitadze,ORL,0,2,0,2024-10-23
Cole Anthony,ORL,0,3,6,2024-10-23
Antonio Reeves,NOP,0,0,0,2024-10-23
Simone Fontecchio,DET,0,1,0,2024-10-23
Chet Holmgren,OKC,25,14,5,2024-10-24
Julius Randle,MIN,33,5,4,2024-10-24
Shai Gilgeous-Alexander,OKC,28,7,8,2024-10-24
Jaylen Brown,BOS,27,8,3,2024-10-24
Klay Thompson,DAL,22,7,1,2024-10-24
Nikola Jokić,DEN,16,12,13,2024-10-24
Jayson Tatum,BOS,25,11,6,2024-10-24
Anthony Edwards,MIN,32,7,4,2024-10-24
Jordan Poole,WAS,26,1,4,2024-10-24
Luka Dončić,DAL,28,10,8,2024-10-24
DeMar DeRozan,SAC,26,8,2,2024-10-24
Keegan Murray,SAC,23,11,2,2024-10-24
Dereck Lively,DAL,15,11,6,2024-10-24
Domantas Sabonis,SAC,24,8,1,2024-10-24
Derrick White,BOS,19,4,4,2024-10-24
Naz Reid,MIN,19,13,3,2024-10-24
Julian Champagnie,SAS,18,7,3,2024-10-24
Jonas Valančiūnas,WAS,18,5,2,2024-10-24
Harrison Barnes,SAS,17,4,2,2024-10-24
Malik Monk,SAC,17,1,4,2024-10-24
Aaron Wiggins,OKC,15,6,1,2024-10-24
De'Aaron Fox,SAC,15,2,11,2024-10-24
Christian Braun,DEN,16,7,1,2024-10-24
Bilal Coulibaly,WAS,8,6,6,2024-10-24
Payton Pritchard,BOS,15,1,2,2024-10-24
Kyrie Irving,DAL,15,3,2,2024-10-24
Aaron Gordon,DEN,12,9,2,2024-10-24
Jeremy Sochan,SAS,18,6,2,2024-10-24
Neemias Queta,BOS,12,7,0,2024-10-24
Daniel Gafford,DAL,9,6,2,2024-10-24
P.J. Washington,DAL,11,5,2,2024-10-24
Michael Porter,DEN,15,8,2,2024-10-24
Jamal Murray,DEN,12,6,4,2024-10-24
Jaden Hardy,DAL,11,1,2,2024-10-24
Nickeil Alexander-Walker,MIN,9,1,2,2024-10-24
Marvin Bagley,WAS,8,6,1,2024-10-24
Victor Wembanyama,SAS,17,9,1,2024-10-24
Blake Wesley,SAS,6,0,2,2024-10-24
Xavier Tillman,BOS,8,1,1,2024-10-24
Stephon Castle,SAS,8,3,5,2024-10-24
Zach Collins,SAS,5,5,1,2024-10-24
Malaki Branham,SAS,7,2,0,2024-10-24
Ousmane Dieng,OKC,6,3,0,2024-10-24
Jared Butler,WAS,6,0,2,2024-10-24
Tre Jones,SAS,3,1,3,2024-10-24
Patrick Baldwin,WAS,7,2,1,2024-10-24
Corey Kispert,WAS,6,5,3,2024-10-24
Kyle Kuzma,WAS,12,2,1,2024-10-24
Chris Paul,SAS,3,7,8,2024-10-24
Luguentz Dort,OKC,5,2,0,2024-10-24
Russell Westbrook,DEN,6,5,5,2024-10-24
Mike Conley,MIN,6,2,4,2024-10-24
Maxi Kleber,DAL,3,4,1,2024-10-24
Cason Wallace,OKC,4,4,0,2024-10-24
Rudy Gobert,MIN,3,11,1,2024-10-24
Luke Kornet,BOS,4,4,1,2024-10-24
Keon Ellis,SAC,2,1,0,2024-10-24
Isaiah Joe,OKC,7,2,1,2024-10-24
Julian Strawther,DEN,6,0,1,2024-10-24
Charles Bassey,SAS,0,1,1,2024-10-24
Kyshawn George,WAS,4,3,2,2024-10-24
Jrue Holiday,BOS,7,2,1,2024-10-24
Donte DiVincenzo,MIN,9,1,2,2024-10-24
Keldon Johnson,SAS,7,4,2,2024-10-24
Dwight Powell,DAL,2,1,0,2024-10-24
Jaden Springer,BOS,1,3,1,2024-10-24
Alex Caruso,OKC,0,6,4,2024-10-24
Alex Len,SAC,3,2,0,2024-10-24
Trey Lyles,SAC,3,1,1,2024-10-24
Baylor Scheierman,BOS,4,1,0,2024-10-24
Peyton Watson,DEN,2,6,1,2024-10-24
Dario Šarić,DEN,2,1,0,2024-10-24
Anthony Gill,WAS,2,0,1,2024-10-24
Drew Peterson,BOS,0,1,0,2024-10-24
Jaden McDaniels,MIN,6,2,3,2024-10-24
Jalen Williams,OKC,12,3,3,2024-10-24
Alex Sarr,WAS,2,5,1,2024-10-24
Justin Champagnie,WAS,0,2,1,2024-10-24
Trey Alexander,DEN,0,1,0,2024-10-24
Vlatko Čančar,DEN,0,1,0,2024-10-24
Spencer Dinwiddie,DAL,0,1,0,2024-10-24
Joe Ingles,MIN,0,0,1,2024-10-24
Sandro Mamukelashvili,SAS,0,3,0,2024-10-24
Naji Marshall,DAL,2,1,3,2024-10-24
Alex Ducas,OKC,0,0,0,2024-10-24
Adam Flagler,OKC,0,0,0,2024-10-24
Kevin Huerter,SAC,2,4,0,2024-10-24
Olivier-Maxence Prosper,DAL,0,0,0,2024-10-24
Dillon Jones,OKC,0,1,0,2024-10-24
Hunter Tyson,DEN,0,1,0,2024-10-24
Carlton Carrington,WAS,3,3,2,2024-10-24
Johnny Davis,WAS,0,0,0,2024-10-24
Zeke Nnaji,DEN,0,0,0,2024-10-24
Jalen Pickett,DEN,0,0,0,2024-10-24
Al Horford,BOS,0,5,1,2024-10-24
Doug McDermott,SAC,0,0,0,2024-10-24
Jordan Walsh,BOS,0,0,0,2024-10-24
Ajay Mitchell,OKC,0,1,1,2024-10-24
Quentin Grimes,DAL,2,0,0,2024-10-24
JD Davison,BOS,0,1,1,2024-10-24
Trae Young,ATL,38,8,10,2024-10-25
Coby White,CHI,35,6,5,2024-10-25
Anthony Davis,LAL,35,8,4,2024-10-25
Giannis Antetokounmpo,MIL,38,11,5,2024-10-25
Buddy Hield,GSW,27,4,6,2024-10-25
Austin Reaves,LAL,26,4,8,2024-10-25
Scottie Barnes,TOR,27,5,4,2024-10-25
Kevin Durant,PHO,30,4,6,2024-10-25
Franz Wagner,ORL,29,6,5,2024-10-25
Karl-Anthony Towns,NYK,21,15,0,2024-10-25
Jerami Grant,POR,34,6,1,2024-10-25
Jalen Brunson,NYK,26,5,5,2024-10-25
De'Andre Hunter,ATL,24,7,3,2024-10-25
Zach LaVine,CHI,25,5,1,2024-10-25
Jordan Hawkins,NOP,24,5,0,2024-10-25
Miles Bridges,CHO,27,5,0,2024-10-25
Jarrett Allen,CLE,17,11,2,2024-10-25
Josh Giddey,CHI,17,6,9,2024-10-25
Damian Lillard,MIL,28,4,8,2024-10-25
Jakob Poeltl,TOR,19,9,3,2024-10-25
Dean Wade,CLE,19,5,1,2024-10-25
Kelly Oubre,PHI,28,2,2,2024-10-25
Mikal Bridges,NYK,21,1,5,2024-10-25
LeBron James,LAL,21,4,8,2024-10-25
Dyson Daniels,ATL,18,1,4,2024-10-25
LaMelo Ball,CHO,34,5,4,2024-10-25
Cade Cunningham,DET,33,4,6,2024-10-25
CJ McCollum,NOP,20,2,3,2024-10-25
Nikola Vučević,CHI,22,10,4,2024-10-25
Jonathan Mogbo,TOR,12,9,5,2024-10-25
Dennis Schröder,BRK,20,1,6,2024-10-25
Josh Hart,NYK,20,10,3,2024-10-25
Brandon Ingram,NOP,21,8,4,2024-10-25
Evan Mobley,CLE,16,6,3,2024-10-25
Nick Richards,CHO,12,13,2,2024-10-25
Cam Thomas,BRK,24,6,3,2024-10-25
Zion Williamson,NOP,16,11,7,2024-10-25
Dillon Brooks,HOU,18,4,0,2024-10-25
Jalen Green,HOU,22,6,4,2024-10-25
Scoot Henderson,POR,15,1,6,2024-10-25
Devin Booker,PHO,23,3,4,2024-10-25
Tari Eason,HOU,13,5,0,2024-10-25
Bennedict Mathurin,IND,20,2,1,2024-10-25
Paolo Banchero,ORL,15,6,9,2024-10-25
Jaden Ivey,DET,22,5,4,2024-10-25
Ty Jerome,CLE,13,2,4,2024-10-25
Wendell Carter,ORL,8,11,4,2024-10-25
Anfernee Simons,POR,24,1,7,2024-10-25
Bradley Beal,PHO,15,1,9,2024-10-25
Trayce Jackson-Davis,GSW,12,9,2,2024-10-25
Jabari Smith,HOU,14,16,4,2024-10-25
Jarace Walker,IND,12,4,3,2024-10-25
Dorian Finney-Smith,BRK,15,6,0,2024-10-25
Desmond Bane,MEM,17,3,4,2024-10-25
Fred VanVleet,HOU,16,3,3,2024-10-25
Tyus Jones,PHO,14,2,4,2024-10-25
Zach Edey,MEM,13,9,1,2024-10-25
Taurean Prince,MIL,11,8,2,2024-10-25
Kyle Lowry,PHI,14,1,2,2024-10-25
Moritz Wagner,ORL,18,3,0,2024-10-25
Andrew Wiggins,GSW,10,13,5,2024-10-25
John Collins,UTA,14,7,4,2024-10-25
Alperen Sengun,HOU,16,15,2,2024-10-25
Ochai Agbaji,TOR,12,8,1,2024-10-25
Monte Morris,PHO,8,2,3,2024-10-25
Patrick Williams,CHI,13,5,2,2024-10-25
Brandin Podziemski,GSW,15,5,1,2024-10-25
Kevon Looney,GSW,9,10,1,2024-10-25
Kentavious Caldwell-Pope,ORL,10,1,2,2024-10-25
Caris LeVert,CLE,9,3,2,2024-10-25
Tyrese Maxey,PHI,24,2,4,2024-10-25
Jalen Johnson,ATL,16,7,3,2024-10-25
Stephen Curry,GSW,20,3,4,2024-10-25
John Konchar,MEM,7,6,2,2024-10-25
Kyle Anderson,GSW,7,6,3,2024-10-25
Jamison Battle,TOR,12,6,0,2024-10-25
Scotty Pippen,MEM,13,3,4,2024-10-25
Rui Hachimura,LAL,14,7,2,2024-10-25
Jaxson Hayes,LAL,6,6,4,2024-10-25
Myles Turner,IND,13,7,1,2024-10-25
Tobias Harris,DET,10,5,4,2024-10-25
Andre Drummond,PHI,11,9,0,2024-10-25
Bobby Portis,MIL,9,12,1,2024-10-25
Darius Garland,CLE,13,2,6,2024-10-25
Anthony Black,ORL,10,3,5,2024-10-25
Obi Toppin,IND,8,1,4,2024-10-25
Yves Missi,NOP,8,6,2,2024-10-25
Ja Morant,MEM,24,0,2,2024-10-25
Grant Williams,CHO,9,4,6,2024-10-25
Jay Huff,MEM,8,3,1,2024-10-25
Malik Beasley,DET,13,4,1,2024-10-25
Isaiah Jackson,IND,10,5,2,2024-10-25
Gary Trent,MIL,10,1,2,2024-10-25
Seth Curry,CHO,9,5,2,2024-10-25
Caleb Martin,PHI,11,5,4,2024-10-25
OG Anunoby,NYK,14,4,1,2024-10-25
Onyeka Okongwu,ATL,7,8,3,2024-10-25
A.J. Green,MIL,9,1,1,2024-10-25
Dalton Knecht,LAL,8,1,2,2024-10-25
Donovan Mitchell,CLE,19,2,5,2024-10-25
Moses Moody,GSW,12,1,1,2024-10-25
Clint Capela,ATL,6,7,1,2024-10-25
Tre Mann,CHO,17,3,4,2024-10-25
Pascal Siakam,IND,12,5,2,2024-10-25
Ryan Dunn,PHO,9,3,1,2024-10-25
Deandre Ayton,POR,10,15,2,2024-10-25
Jalen Duren,DET,5,7,5,2024-10-25
T.J. McConnell,IND,7,2,5,2024-10-25
Jalen Smith,CHI,11,5,1,2024-10-25
Kris Murray,POR,7,3,2,2024-10-25
Gary Payton,GSW,4,1,2,2024-10-25
Lindy Waters,GSW,6,1,1,2024-10-25
Jalen Suggs,ORL,10,5,1,2024-10-25
Delon Wright,MIL,5,0,3,2024-10-25
Mason Plumlee,PHO,6,7,0,2024-10-25
Tim Hardaway,DET,9,3,1,2024-10-25
Garrison Mathews,ATL,8,1,0,2024-10-25
Drew Eubanks,UTA,4,2,2,2024-10-25
Eric Gordon,PHI,8,1,2,2024-10-25
Royce O'Neale,PHO,7,4,4,2024-10-25
Chris Boucher,TOR,4,3,1,2024-10-25
Nic Claxton,BRK,4,5,3,2024-10-25
Donovan Clingan,POR,4,6,0,2024-10-25
Keyonte George,UTA,12,2,3,2024-10-25
Walker Kessler,UTA,2,9,2,2024-10-25
Isaac Okoro,CLE,4,2,3,2024-10-25
Reed Sheppard,HOU,6,0,2,2024-10-25
Miles McBride,NYK,8,2,2,2024-10-25
Cameron Payne,NYK,7,2,3,2024-10-25
Josh Green,CHO,5,3,2,2024-10-25
Lauri Markkanen,UTA,13,8,2,2024-10-25
Herbert Jones,NOP,8,1,1,2024-10-25
Jake LaRavia,MEM,6,6,4,2024-10-25
Ziaire Williams,BRK,7,7,1,2024-10-25
Cole Anthony,ORL,4,1,2,2024-10-25
Toumani Camara,POR,5,6,2,2024-10-25
KJ Martin,PHI,2,3,3,2024-10-25
Gabe Vincent,LAL,5,2,0,2024-10-25
Brice Sensabaugh,UTA,9,3,0,2024-10-25
Daniel Theis,NOP,5,6,4,2024-10-25
Dalen Terry,CHI,3,2,1,2024-10-25
Gary Harris,ORL,6,1,0,2024-10-25
Cameron Johnson,BRK,12,2,2,2024-10-25
D'Angelo Russell,LAL,5,2,5,2024-10-25
Quenton Jackson,IND,2,1,2,2024-10-25
Guerschon Yabusele,PHI,9,4,1,2024-10-25
Patty Mills,UTA,7,1,0,2024-10-25
Draymond Green,GSW,3,2,4,2024-10-25
Jordan Clarkson,UTA,11,1,2,2024-10-25
Marcus Smart,MEM,7,1,2,2024-10-25
Julian Phillips,CHI,3,2,0,2024-10-25
Ben Simmons,BRK,7,6,3,2024-10-25
Davion Mitchell,TOR,8,3,3,2024-10-25
Zaccharie Risacher,ATL,5,0,1,2024-10-25
Jeenathan Williams,HOU,3,2,0,2024-10-25
Tyler Kolek,NYK,4,0,0,2024-10-25
Amen Thompson,HOU,9,6,3,2024-10-25
Santi Aldama,MEM,2,5,3,2024-10-25
Ron Holland,DET,4,7,1,2024-10-25
Jett Howard,ORL,3,0,0,2024-10-25
Goga Bitadze,ORL,3,2,0,2024-10-25
Max Christie,LAL,3,3,0,2024-10-25
Deni Avdija,POR,2,6,6,2024-10-25
Shake Milton,BRK,3,1,2,2024-10-25
Noah Clowney,BRK,7,2,0,2024-10-25
Enrique Freeman,IND,2,1,0,2024-10-25
Simone Fontecchio,DET,5,2,0,2024-10-25
James Johnson,IND,2,0,1,2024-10-25
Cam Whitmore,HOU,11,3,0,2024-10-25
Ryan Rollins,MIL,2,0,0,2024-10-25
Matas Buzelis,CHI,2,0,2,2024-10-25
Jericho Sims,NYK,2,2,0,2024-10-25
Cody Martin,CHO,3,5,1,2024-10-25
